Date,Catégorie,Produit,Région,Ventes,Client,Année,Tendance_saisonnière,Tendance_annuelle
2022-01-01,Jouets,T-shirt,Ouest,3708,81,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,T-shirt,Ouest,2750,80,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,T-shirt,Ouest,9901,72,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,T-shirt,Ouest,7609,89,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,T-shirt,Ouest,6387,15,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,4993,26,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,9238,32,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,5873,16,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,5806,17,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,6913,85,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,4157,7,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,5430,7,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,5232,48,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,9007,59,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,2500,82,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,4294,94,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Nord,3419,39,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,4042,18,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,2466,17,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,8693,31,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,4223,99,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,3667,60,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,8980,98,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,1130,37,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,3983,90,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,5278,87,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,9230,15,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,7640,4,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Sud,6468,86,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,1920,13,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,9684,42,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,9502,99,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,4241,34,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,5346,13,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,4810,39,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,3032,93,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,9436,57,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,1271,56,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,2771,10,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,8069,25,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Est,9190,84,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,4760,3,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,2165,30,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,3033,68,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,1145,62,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,5388,25,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,9623,65,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,9173,79,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,3632,15,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,9056,88,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,2828,61,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,5805,39,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Canapé,Ouest,8486,46,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,9202,62,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,2868,98,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,8878,52,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,6690,72,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,8827,93,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,6429,74,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,8274,98,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,1824,90,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,1936,3,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,4845,5,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,2796,54,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Nord,8214,87,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,3736,9,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,2913,61,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,8657,35,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,8312,88,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,9194,32,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,8906,13,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,8287,89,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,5675,14,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,2380,98,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,2290,56,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,8490,92,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Sud,2218,25,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,7881,76,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,1954,98,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,8291,79,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,5133,72,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,6370,5,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,6295,90,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,9228,60,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,4020,28,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,5036,77,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,6233,40,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,1317,93,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Est,3162,58,2022-12-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,2591,40,2022-01-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,7183,91,2022-02-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,2312,6,2022-03-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,5311,19,2022-04-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,3383,40,2022-05-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,3139,97,2022-06-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,2704,13,2022-07-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,1362,45,2022-08-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,5286,27,2022-09-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,3469,60,2022-10-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,7150,5,2022-11-01,5517.98046875,5479.668836805556
2022-01-01,Jouets,Peluche,Ouest,1556,58,2022-12-01,5517.98046875,5479.668836805556
2022-02-01,Electronique,Ordinateur,Nord,3808,31,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,8561,32,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,7506,53,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,4741,39,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,4998,82,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,3403,2,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,9780,93,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,1294,66,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,6343,13,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,2136,17,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,8009,60,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Nord,5543,88,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,2007,70,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,6352,96,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,2435,60,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,3382,94,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,6084,22,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,8059,96,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,2265,68,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,2040,12,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,9073,65,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,9213,90,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,7353,50,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Sud,8437,64,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,1686,29,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,5811,36,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,9954,99,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,6043,76,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,6126,29,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,8813,79,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,4356,4,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,8266,13,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,1038,15,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,3844,29,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,2098,32,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Est,4155,22,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,6658,67,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,3896,56,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,1988,21,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,7446,80,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,5179,6,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,2682,57,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,6626,1,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,1933,15,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,2980,35,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,4056,25,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,1791,12,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Ordinateur,Ouest,6390,80,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,4610,72,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,6179,46,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,1984,17,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,4676,53,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,9711,79,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,2050,46,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,4633,71,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,1959,44,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,9884,24,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,5473,3,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,8725,15,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Nord,4224,94,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,2875,9,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,6797,48,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,8099,63,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,6109,2,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,6463,72,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,9586,64,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,4788,81,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,5167,21,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,9465,94,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,2389,95,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,9357,32,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Sud,7154,45,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,9920,33,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,3043,41,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,1778,86,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,4762,88,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,7731,46,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,6791,79,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,9783,54,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,3720,74,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,7047,97,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,1001,97,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,2949,33,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Est,7732,26,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,1917,66,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,8014,90,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,2709,15,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,4041,44,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,2895,75,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,9508,67,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,1634,6,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,3056,6,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,4144,95,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,1552,76,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,6383,72,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,T-shirt,Ouest,4389,84,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,9442,7,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,1458,84,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,1207,4,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,1021,26,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,1894,3,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,8294,41,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,8867,14,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,8179,87,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,2560,45,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,2266,19,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,4638,45,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Nord,2927,93,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,3356,55,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,1306,44,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,4665,70,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,8057,83,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,1661,37,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,9503,59,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,9946,35,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,7236,54,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,7078,79,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,1352,7,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,8005,85,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Sud,1158,58,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,1956,24,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,9595,37,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,4453,20,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,1955,24,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,2712,51,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,5703,36,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,6631,66,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,2394,58,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,5732,12,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,4714,18,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,3958,97,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Est,4591,94,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,1525,78,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,1001,37,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,5648,62,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,2525,60,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,2646,14,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,5599,89,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,4155,2,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,4814,70,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,4216,89,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,9219,66,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,5356,65,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Canapé,Ouest,6543,76,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,8062,47,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,7430,11,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,4081,67,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,1629,14,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,6724,10,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,4432,1,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,7276,20,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,6895,43,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,8115,1,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,1575,84,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,4192,37,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Nord,3734,76,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,4568,44,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,3203,79,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,2925,61,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,2939,78,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,1968,37,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,1281,29,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,7262,35,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,5293,59,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,7980,33,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,2229,12,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,5585,20,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Sud,3740,88,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,6370,43,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,1125,98,2022-02-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,8473,29,2022-03-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,6342,56,2022-04-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,7638,43,2022-05-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,4249,23,2022-06-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,8595,38,2022-07-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,7294,45,2022-08-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,2969,8,2022-09-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,9320,8,2022-10-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,7812,96,2022-11-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Est,5612,86,2022-12-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Ouest,2198,34,2022-01-01,5425.430989583333,5371.659722222223
2022-02-01,Electronique,Peluche,Ouest,6238,90,2022-02-01,5425.430989583333,5371.659722222223
